HH_ID	STATE	HR	DISTRICT	REGION_TYPE	STRATUM	PSU_ID	MONTH_SLOT	MONTH	RESPONSE_STATUS	REASON_FOR_NON_RESPONSE	FAMILY_SHIFTED	HH_WEIGHT_MS	HH_WEIGHT_FOR_COUNTRY_MS	HH_WEIGHT_FOR_STATE_MS	HH_NON_RESPONSE_MS	HH_NON_RESPONSE_FOR_COUNTRY_MS	HH_NON_RESPONSE_FOR_STATE_MS	AGE_GROUP	OCCUPATION_GROUP	EDUCATION_GROUP	GENDER_GROUP	SIZE_GROUP	TOTAL_INCOME	INCOME_OF_ALL_MEMBERS_FROM_ALL_SOURCES	INCOME_OF_ALL_MEMBERS_FROM_WAGES	INCOME_OF_ALL_MEMBERS_FROM_PENSION	INCOME_OF_ALL_MEMBERS_FROM_DIVIDEND	INCOME_OF_ALL_MEMBERS_FROM_INTEREST	INCOME_OF_ALL_MEMBERS_FROM_FD_PF_INSURANCE	INCOME_OF_HOUSEHOLD_FROM_ALL_SOURCES	INCOME_OF_HOUSEHOLD_FROM_RENT	INCOME_OF_HOUSEHOLD_FROM_SELF_PRODUCTION	INCOME_OF_HOUSEHOLD_FROM_PRIVATE_TRANSFERS	INCOME_OF_HOUSEHOLD_FROM_GOVERNMENT_TRANSFERS	INCOME_OF_HOUSEHOLD_FROM_BUSINESS_PROFIT	INCOME_OF_HOUSEHOLD_FROM_SALE_OF_ASSET	INCOME_OF_HOUSEHOLD_FROM_GAMBLING
94762800	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Grown-up - dominant	Organised Farmers	Matriculates majority household	Balanced	2 Members	7700	0	0	0	0	0	0	7700	0	200	0	0	7500	0	0
64280047	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Grown-up - dominant	Retired/Aged	Matriculates minority household	Balanced	4 Members	14000	14000	14000	0	0	0	0	0	0	0	0	0	0	0	0
79586257	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Grown-up - dominant	Home-based Workers	Matriculates majority household	Male Dominated	4 Members	22500	21500	21500	0	0	0	0	1000	0	0	0	1000	0	0	0
73429517	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	May 2021	Mar 2021	Non-Response	Household not found	Data Not Available	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
31941083	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Balanced households with no Seniors	White-collar Clerical Employees	Graduates minority household	Male Dominated	4 Members	21320	12000	12000	0	0	0	0	9320	0	320	0	0	9000	0	0
15406947	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Grown-up - dominant	Organised Farmers	Matriculates majority household	Balanced	2 Members	6700	0	0	0	0	0	0	6700	0	200	0	0	6500	0	0
73601371	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Balanced households with no Seniors	Organised Farmers	Matriculates majority household	Male Dominated	4 Members	9360	0	0	0	0	0	0	9360	0	360	0	0	9000	0	0
18673149	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Other households of the Young	Self-employed Entrepreneurs	Households of all literates	Balanced	4 Members	8360	8000	8000	0	0	0	0	360	0	360	0	0	0	0	0
60248833	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Balanced households with no Seniors	Agricultural Labourers	Households of all literates	Balanced	4 Members	8250	8000	8000	0	0	0	0	250	0	250	0	0	0	0	0
53631934	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	May 2021	Mar 2021	Non-Response	Refused	Data Not Available	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
62962649	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	May 2021	Mar 2021	Non-Response	Refused	Data Not Available	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
84349837	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Balanced households with no Seniors	Small/Marginal Farmers	Households of all literates	Male Dominated	4 Members	9000	8500	8500	0	0	0	0	500	0	500	0	0	0	0	0
14846617	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Youngsters - dominant	Business & Salaried Employees	Matriculates majority household	Male Dominated	4 Members	16000	15000	15000	0	0	0	0	1000	0	0	0	1000	0	0	0
78248210	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	May 2021	Mar 2021	Non-Response	Refused	Data Not Available	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
78111630	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Balanced households with no Seniors	Self-employed Entrepreneurs	All Matriculates household	Female Dominated	4 Members	11000	11000	11000	0	0	0	0	0	0	0	0	0	0	0	0
53529270	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Grown-up - dominant	Wage Labourers	Households of all literates	Only Males	1 Member	9500	9500	9500	0	0	0	0	0	0	0	0	0	0	0	0
15094346	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Grown-up - dominant	Organised Farmers	Matriculates majority household	Male Majority	3 Members	10450	0	0	0	0	0	0	10450	0	450	0	0	10000	0	0
47972025	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	May 2021	Mar 2021	Non-Response	Household not found	Data Not Available	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
27779419	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Grown-up - dominant	Small/Marginal Farmers	Households of all literates	Male Majority	3 Members	7800	7500	7500	0	0	0	0	300	0	300	0	0	0	0	0
10655277	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Grown-up - dominant	Agricultural Labourers	Households of some literates	Balanced	2 Members	8620	8500	8500	0	0	0	0	120	0	120	0	0	0	0	0
79350401	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	May 2021	Mar 2021	Non-Response	Refused	Data Not Available	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
85816179	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	May 2021	Mar 2021	Non-Response	Refused	Data Not Available	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
25351536	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Grown-up - dominant	Agricultural Labourers	Households of some literates	Balanced	2 Members	13500	13500	13500	0	0	0	0	0	0	0	0	0	0	0	0
30037239	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Grown-up - dominant	Wage Labourers	Households of all literates	Female Majority	3 Members	14500	14500	14500	0	0	0	0	0	0	0	0	0	0	0	0
82719262	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	May 2021	Mar 2021	Non-Response	Household not found	Data Not Available	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
38052200	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	May 2021	Mar 2021	Non-Response	Refused	Data Not Available	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
90178552	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	May 2021	Mar 2021	Non-Response	Household not found	Data Not Available	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
73143176	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	May 2021	Mar 2021	Non-Response	Household not found	Data Not Available	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
17469058	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Balanced households with no Seniors	Organised Farmers	All Graduates household	Balanced	4 Members	21550	0	0	0	0	0	0	21550	0	550	0	0	21000	0	0
48392663	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	May 2021	Mar 2021	Non-Response	Refused	Data Not Available	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
18200013	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Grown-up - dominant	Self-employed Entrepreneurs	Matriculates majority household	Balanced	2 Members	7800	7500	7500	0	0	0	0	300	0	300	0	0	0	0	0
17305081	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	May 2021	Mar 2021	Accepted	No Failure	N	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Balanced households with Seniors	Agricultural Labourers	Households of all literates	Balanced	2 Members	6200	6000	6000	0	0	0	0	200	0	200	0	0	0	0	0
31216012	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2021	Mar 2021	Non-Response	Could not be executed	Data Not Available	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
17367492	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2021	Mar 2021	Non-Response	Could not be executed	Data Not Available	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
27327004	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9746	May 2021	Mar 2021	Non-Response	Could not be executed	Data Not Available	3885.260822	3885.260822	3885.260822	2.897638	2.897638	2.897638	Data Not Available	Data Not Available	Data Not Available	Data Not Available	Data Not Available	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99	-99
