HH_ID	STATE	HR	DISTRICT	REGION_TYPE	STRATUM	PSU_ID	MONTH_SLOT	MONTH	RESPONSE_STATUS	REASON_FOR_NON_RESPONSE	FAMILY_SHIFTED	HH_WEIGHT_MS	HH_WEIGHT_FOR_COUNTRY_MS	HH_WEIGHT_FOR_STATE_MS	HH_NON_RESPONSE_MS	HH_NON_RESPONSE_FOR_COUNTRY_MS	HH_NON_RESPONSE_FOR_STATE_MS	AGE_GROUP	OCCUPATION_GROUP	EDUCATION_GROUP	GENDER_GROUP	SIZE_GROUP	TOTAL_INCOME	INCOME_OF_ALL_MEMBERS_FROM_ALL_SOURCES	INCOME_OF_ALL_MEMBERS_FROM_WAGES	INCOME_OF_ALL_MEMBERS_FROM_PENSION	INCOME_OF_ALL_MEMBERS_FROM_DIVIDEND	INCOME_OF_ALL_MEMBERS_FROM_INTEREST	INCOME_OF_ALL_MEMBERS_FROM_FD_PF_INSURANCE	INCOME_OF_HOUSEHOLD_FROM_ALL_SOURCES	INCOME_OF_HOUSEHOLD_FROM_RENT	INCOME_OF_HOUSEHOLD_FROM_SELF_PRODUCTION	INCOME_OF_HOUSEHOLD_FROM_PRIVATE_TRANSFERS	INCOME_OF_HOUSEHOLD_FROM_GOVERNMENT_TRANSFERS	INCOME_OF_HOUSEHOLD_FROM_BUSINESS_PROFIT	INCOME_OF_HOUSEHOLD_FROM_SALE_OF_ASSET	INCOME_OF_HOUSEHOLD_FROM_GAMBLING
94762800	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jan 2020	Sep 2019	Accepted	No Failure	N	3791.179042	3791.179042	3791.179042	1.103448	1.103448	1.103448	Grown-up - dominant	Organised Farmers	Matriculates majority household	Balanced	2 Members	17375	0	0	0	0	0	0	17375	0	375	0	0	17000	0	0
64280047	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jan 2020	Sep 2019	Accepted	No Failure	N	3791.179042	3791.179042	3791.179042	1.103448	1.103448	1.103448	Grown-up - dominant	Self-employed Entrepreneurs	Matriculates majority household	Balanced	2 Members	14275	14000	14000	0	0	0	0	275	0	275	0	0	0	0	0
79586257	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jan 2020	Sep 2019	Accepted	No Failure	N	3791.179042	3791.179042	3791.179042	1.103448	1.103448	1.103448	Balanced households with no Seniors	Self-employed Entrepreneurs	Households of all literates	Balanced	2 Members	16545	16000	16000	0	0	0	0	545	0	275	0	270	0	0	0
73429517	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jan 2020	Sep 2019	Accepted	No Failure	N	3791.179042	3791.179042	3791.179042	1.103448	1.103448	1.103448	Balanced households with no Seniors	Wage Labourers	Households of all literates	Balanced	2 Members	9270	9000	9000	0	0	0	0	270	0	0	0	270	0	0	0
31941083	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jan 2020	Sep 2019	Accepted	No Failure	N	3791.179042	3791.179042	3791.179042	1.103448	1.103448	1.103448	Grown-up - dominant	Industrial Workers	Graduates minority household	Male Majority	3 Members	40665	20000	20000	0	0	0	0	20665	0	395	0	270	20000	0	0
15406947	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jan 2020	Sep 2019	Accepted	No Failure	N	3791.179042	3791.179042	3791.179042	1.103448	1.103448	1.103448	Grown-up - dominant	Self-employed Entrepreneurs	Matriculates majority household	Balanced	2 Members	10545	10000	10000	0	0	0	0	545	0	275	0	270	0	0	0
73601371	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jan 2020	Sep 2019	Accepted	No Failure	N	3791.179042	3791.179042	3791.179042	1.103448	1.103448	1.103448	Grown-up - dominant	Organised Farmers	Matriculates majority household	Male Majority	3 Members	17270	0	0	0	0	0	0	17270	0	0	0	270	17000	0	0
18673149	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jan 2020	Sep 2019	Accepted	No Failure	N	3791.179042	3791.179042	3791.179042	1.103448	1.103448	1.103448	Grown-up - dominant	Self-employed Entrepreneurs	Households of all literates	Female Majority	3 Members	15275	15000	15000	0	0	0	0	275	0	275	0	0	0	0	0
60248833	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jan 2020	Sep 2019	Accepted	No Failure	N	3791.179042	3791.179042	3791.179042	1.103448	1.103448	1.103448	Grown-up - dominant	Agricultural Labourers	Households of all literates	Male Majority	3 Members	10270	10000	10000	0	0	0	0	270	0	0	0	270	0	0	0
53631934	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jan 2020	Sep 2019	Accepted	No Failure	N	3791.179042	3791.179042	3791.179042	1.103448	1.103448	1.103448	Balanced households with no Seniors	Agricultural Labourers	All Matriculates household	Balanced	2 Members	7270	7000	7000	0	0	0	0	270	0	0	0	270	0	0	0
62962649	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jan 2020	Sep 2019	Accepted	No Failure	N	3791.179042	3791.179042	3791.179042	1.103448	1.103448	1.103448	Youngsters - dominant	Organised Farmers	Households of all literates	Male Majority	3 Members	14270	0	0	0	0	0	0	14270	0	0	0	270	14000	0	0
84349837	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jan 2020	Sep 2019	Accepted	No Failure	N	3791.179042	3791.179042	3791.179042	1.103448	1.103448	1.103448	Grown-up - dominant	Wage Labourers	Households of all literates	Male Majority	3 Members	9000	9000	9000	0	0	0	0	0	0	0	0	0	0	0	0
14846617	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jan 2020	Sep 2019	Accepted	No Failure	N	3791.179042	3791.179042	3791.179042	1.103448	1.103448	1.103448	Grown-up - dominant	Business & Salaried Employees	Graduates minority household	Male Majority	3 Members	33000	33000	33000	0	0	0	0	0	0	0	0	0	0	0	0
78248210	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jan 2020	Sep 2019	Accepted	No Failure	N	3791.179042	3791.179042	3791.179042	1.103448	1.103448	1.103448	Grown-up - dominant	Wage Labourers	Matriculates majority household	Balanced	2 Members	9000	9000	9000	0	0	0	0	0	0	0	0	0	0	0	0
78111630	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jan 2020	Sep 2019	Accepted	No Failure	N	3791.179042	3791.179042	3791.179042	1.103448	1.103448	1.103448	Grown-up - dominant	Self-employed Entrepreneurs	All Matriculates household	Female Majority	3 Members	14000	14000	14000	0	0	0	0	0	0	0	0	0	0	0	0
53529270	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9714	Jan 2020	Sep 2019	Accepted	No Failure	N	3791.179042	3791.179042	3791.179042	1.103448	1.103448	1.103448	Grown-up - dominant	Wage Labourers	Households of all literates	Only Males	1 Member	9000	9000	9000	0	0	0	0	0	0	0	0	0	0	0	0
15094346	Karnataka	HR 59	Chitradurga	RURAL	HR 59_RURAL_R	PSU_ID_9715	Jan 2020	Sep 2019	Accepted	No Failure	N	3791.179042	3791.179042	3791.179042	1.103448	1.103448	1.103448	Grown-up - dominant	Organised Farmers	Matriculates majority household	Male Majority	3 Members	15365	0	0	0	0	0	0	15365	0	365	0	0	15000	0	0
